"","LATID","GATENUM","FLOWERROR","VOLTRUTH"
"1"," 10-1",1,0.767217347899734,28.029392711884
"2"," 10-1",2,0.77676332739724,28.930259122781
"3"," 10-2",1,0.812345101621989,28.7147590451436
"4"," 10-2",2,0.764033604977451,28.1274468961167
"5"," 10-2",3,0.781928355466486,28.9557024584982
"6"," 10-2",4,0.776333748949401,28.7522958782882
"7"," 10-2",5,0.778598233355976,27.433135144723
"8"," 10-2",6,0.8022015992562,28.3996488864675
"9"," 10-2",7,0.813143532904742,28.3502393883613
"10"," 10-2",8,0.775120726472967,28.0713870838333
"11"," 10-2",9,0.793822778191592,29.094837833697
"12"," 10-2",10,0.809394723359383,28.3771270314648
"13"," 10-2a",5,0.764690929175547,27.8377123138963
"14"," 10-2a",6,0.781443359892293,28.9016745952753
"15"," 10-2a",7,0.796423612078881,28.0942180540811
"16"," 10-2a",8,0.774698771354316,30.1359434743126
"17"," 10-2a",9,0.793513850212199,28.0014393461789
"18"," 10-2a",10,0.836186701975294,28.0224726870143
"19"," 10-2a",11,0.818822196595664,28.0596884690135
"20"," 10-3",1,0.782536207720523,28.0791847377871
"21"," 10-3",2,0.755153189104274,28.8094655582861
"22"," 10-3",3,0.760827690025814,28.8767710368658
"23"," 10-3",4,0.793701163611353,29.0153262272739
"24"," 10-3",5,0.752465860656823,28.1824362279841
"25"," 10-3",6,0.77208253769877,28.1943010398237
"26"," 10-3",7,0.790449954533281,28.7107843375687
"27"," 10-3",8,0.782227795177426,28.8633431871886
"28"," 10-3",9,0.790656603582131,28.6132816097324
"29"," 10-3",10,0.781325279884152,27.4834190630395
"30"," 10-3",11,0.805286325945585,27.2523841472186
"31"," 10-3a",4,0.761622958130532,28.4754787816157
"32"," 10-3a",5,0.754705159057256,27.4703156531059
"33"," 11-4",1,0.749616479711285,27.6121647852828
"34"," 11-4",2,0.775793429554954,29.5021178419379
"35"," 11-4",3,0.777588095824533,29.4885984772569
"36"," 11-4",4,0.756435134110408,28.6747136424781
"37"," 11-4",5,0.771181027675669,28.732888445382
"38"," 11-4a",1,0.766187869426508,27.578054798739
"39"," 11-4a",2,0.747796601266241,30.2708420389174
"40"," 11-4a",3,0.755671804495632,27.4994018417555
"41"," 11-4a",4,0.72692473331678,27.4099863276272
"42"," 11-4a",5,0.778776209437175,28.075215905142
"43"," 11-4a",6,0.800709232404341,28.0375581350368
"44"," 11-4a",7,0.817062800143391,28.7750288277009
"45"," 11-4a",8,0.818134460376253,27.2858438903625
"46"," 11-4a",9,0.817216615152968,27.8537660346719
"47"," 11-4a",10,0.786197855842276,27.5386502808062
"48"," 11-4a-1",3,0.777119254601398,27.7724294822861
"49"," 11-4a-1",4,0.745862780625619,28.3502416399642
"50"," 11-4a-1",5,0.794095746063452,28.615476502929
"51"," 11-4c",3,0.748531169732542,29.0697162187463
"52"," 11-4c",4,0.752663613211181,28.1352435288372
"53"," 11-4c",5,0.786393914924307,30.2032388530504
"54"," 11-4d",6,0.768283093953273,28.1510941002295
"55"," 11-4d",7,0.796760915947695,28.747896412598
"56"," 11-4d",8,0.808427225366614,28.0144168933914
"57"," 11-4d",9,0.716699407647988,28.4467245358274
"58"," 12-3",1,0.741583368102389,27.7511386313977
"59"," 12-3",2,0.747774022182756,27.8849725120423
"60"," 12-3",3,0.742184718780318,27.2825505172662
"61"," 12-3",4,0.772508401146996,28.7503152612038
"62"," 12-3",5,0.810202416882239,28.3078585977831
"63"," 12-3",6,0.803240688835076,29.2440969347395
"64"," 12-3",7,0.778521405797843,28.2953146293559
"65"," 12-3",8,0.773161459789998,27.0161867860332
"66"," 12-3",9,0.782291713852048,28.1596911693239
"67"," 12-3",10,0.787274488651244,27.6696099186728
"68"," 12-3",11,0.825681884349536,28.9256058314692
"69"," 12-3",12,0.860949113664132,28.4308404402586
"70"," 12-3",13,0.845286360635015,28.6428496919027
"71"," 12-3",14,0.884291045104584,29.1088068622106
"72"," 12-3",15,0.849089327371053,29.3615174833287
"73"," 12-3",16,0.86068347222094,27.8840174364121
"74"," 12-3",17,0.877291228655327,29.6525475219255
"75"," 12-3",18,0.880229135937861,28.5259077290471
"76"," 12-3",19,0.913700280676614,29.2675572302292
"77"," 12-3",20,0.883318148675069,27.7116285965764
"78"," 12-3a",1,0.767603735441145,28.1812038051361
"79"," 12-3a",2,0.840207708073465,28.3836996006126
"80"," 12-3a",3,0.760340877935416,27.6995123991291
"81"," 12-3a",4,0.766669683626038,28.9282427187721
"82"," 12-3a",5,0.769241771623081,27.800906136929
"83"," 12-3b",4,0.786102632958881,27.6941762953939
"84"," 12-3b",5,0.776123268622326,30.276755597698
"85"," 12-3b",6,0.79603837841398,28.8520749052884
"86"," 12-3b",7,0.808647192293057,28.6554363771254
"87"," 12-3b",8,0.832282835008342,28.7854887713183
"88"," 12-3b",9,0.78568419425179,27.5541578849971
"89"," 12-3b",10,0.796219003331607,28.7414912193932
"90"," 12-3b",11,0.815233050374867,27.2986979419616
"91"," 12-3b",12,0.812749221499075,29.9778589683155
"92"," 12-3b",13,0.808086385193959,28.1479175049324
"93"," 12-3b",14,0.851445874103815,28.9563322697462
"94"," 12-3b",15,0.888949551866956,27.3392571214336
"95"," 12-3b-1",8,0.808984702098724,27.2087630675243
"96"," 12-3b-1",9,0.779852545810563,28.0459873913673
"97"," 12-3b-1",10,0.804975233311139,29.798133578057
"98"," 12-3b-1",11,0.800717591894364,28.7606117994506
"99"," 12-3c",10,0.800216328521478,28.2713850282982
"100"," 12-3c",11,0.792102685167288,27.7784736381666
"101"," 12-3c",12,0.819922488118392,28.3380738575547
"102"," 12-3c",13,0.84869265219469,29.7103623014878
"103"," 12-3c",14,0.831245112235605,28.4813824546047
"104"," 12-3c",15,0.890577685421894,27.8909072066408
"105"," 12-3c",16,0.894917642156551,28.1069071960039
"106"," 12-3c",17,0.903345984151949,27.7540343573996
"107"," 12-3d",12,0.850768408370557,29.3488732244088
"108"," 12-3d",13,0.850998796350972,27.9512020975969
"109"," 12-3d",14,0.819419971991077,29.4644335785542
"110"," 12-3d",15,0.869961683469018,27.5995571604327
"111"," 12-3d",16,0.827220532085069,27.554226881092
"112"," 12-3d",17,0.907877541670456,27.39784197353
"113"," 12-4",1,0.747077890255599,28.2131841450183
"114"," 12-4",2,0.775979226982682,29.0009594381332
"115"," 12-4",3,0.767501915084607,28.8477977202389
"116"," 12-4",4,0.767334234702554,29.3958233574604
"117"," 12-4",5,0.754614052553297,28.5479282159932
"118"," 12-4",6,0.761242932447593,28.5982206444096
"119"," 12-4",7,0.812586050280554,28.1527813350674
"120"," 12-4",8,0.789143397456598,28.6299171223413
"121"," 12-4",9,0.810703317283915,27.9735815545882
"122"," 12-4",10,0.814890217051632,28.1742318014992
"123"," 12-4",11,0.803225534031447,29.1404385038735
"124"," 12-4",12,0.845076147670756,28.5508785636986
"125"," 12-4",13,0.869918402916981,27.835129841984
"126"," 12-4",14,0.83136394311911,28.9211909675652
"127"," 12-4",15,0.893752385098351,29.128676758208
"128"," 12-4",16,0.851464778078024,26.8612549348752
"129"," 12-4",17,0.899038097607208,29.4145848393514
"130"," 12-4",18,0.910175423948741,27.4172040082212
"131"," 12-4",19,0.887099654161905,27.9644020989462
"132"," 12-4",20,0.934567495736214,29.2400071500502
"133"," 12-4",21,0.911735182020118,29.6126806754084
"134"," 12-4",22,0.940469289801218,27.7605574359733
"135"," 12-4",23,0.913639807974564,28.1097096167989
"136"," 12-4",24,0.962237565603303,28.5949853526991
"137"," 12-4",25,1.01036312585725,28.3495596793632
"138"," 12-4",26,0.974363883097108,27.8095734083961
"139"," 12-4a",7,0.785747883546645,29.1350695299023
"140"," 12-4a",8,0.795713048242645,28.8266731154652
"141"," 12-4a",9,0.827871547618372,28.4150843576653
"142"," 13-1",1,0.780364879448894,28.0619572790584
"143"," 13-1",2,0.798794477735058,28.4704246997691
"144"," 13-1",3,0.783559140458916,28.8216622620613
"145"," 13-1",4,0.768683535438504,28.3163919664811
"146"," 13-1",5,0.779109721065131,29.1953092931131
"147"," 13-1",6,0.806598841489926,28.7240932240954
"148"," 13-1",7,0.762412990299018,28.3427695261193
"149"," 13-1",8,0.828732516301815,27.9556648744349
"150"," 13-2",1,0.811739782422485,27.6616069010562
"151"," 13-2",2,0.795919934064346,28.7423725251318
"152"," 13-2",3,0.775403349517344,30.0464800856665
"153"," 13-2",4,0.811173914928705,28.2869808996412
"154"," 13-2",5,0.742482097605495,27.4048289793423
"155"," 13-2",6,0.761305401484359,28.5753653582614
"156"," 13-2",7,0.801878422767499,28.6570448779916
"157"," 13-2",8,0.829332753178131,28.0787133902432
"158"," 13-2",9,0.790087752953235,28.9878987708813
"159"," 13-2",10,0.786299107945299,28.0284537542854
"160"," 13-2",11,0.811198862693758,28.816458068113
"161"," 13-2",12,0.866448428015116,29.4687547694187
"162"," 13-2",13,0.837504879792504,26.8570534164095
"163"," 13-2",14,0.892204142659612,28.5076770641752
"164"," 13-2",15,0.85948899008725,27.7237427816024
"165"," 13-2",16,0.891047364603271,28.7498154191899
"166"," 13-2",17,0.92295272458019,29.3702208399003
"167"," 13-2a",2,0.776085586104189,28.2047524564336
"168"," 13-2a",3,0.861996136054473,28.6452576780815
"169"," 13-2b",6,0.7767204701349,28.3655582813962
"170"," 13-2b",7,0.816711191615974,28.7207521471239
"171"," 13-3",1,0.792212331690521,28.8266671581436
"172"," 13-3",2,0.745907904736464,29.1344740412051
"173"," 13-3",3,0.768014851007685,30.155508006033
"174"," 13-3",4,0.783832409450809,28.3159271368231
"175"," 13-3",5,0.77415438905736,28.7150758478235
"176"," 13-3",6,0.795836253409274,28.9683594531583
"177"," 13-3",7,0.767800410966838,29.4956005766249
"178"," 13-3",8,0.79215040985266,28.0186729219122
"179"," 13-3",9,0.817008677955999,28.6624851252787
"180"," 13-3",10,0.845805150413036,28.6385337526012
"181"," 13-3",11,0.816557935808834,29.0509153796287
"182"," 13-3",12,0.885876263432149,29.2200793688362
"183"," 13-3",13,0.832285458913063,27.8721327005677
"184"," 13-3",14,0.882588764166831,28.3374264919039
"185"," 13-3",15,0.831911876386055,28.4855348939034
"186"," 13-3",16,0.848218661799183,28.3081592137558
"187"," 13-3",17,0.868634996940168,28.4797007777722
"188"," 13-3",18,0.882968102750822,28.3483386722716
"189"," 13-3",19,0.89279571145277,27.9105176883933
"190"," 13-3",20,0.886050808822244,28.8402362535161
"191"," 13-3",21,0.947969585072196,29.2787773170057
"192"," 13-3",22,0.949566228230939,28.6477584579598
"193"," 13-3",23,0.983300385361843,28.5317491717831
"194"," 13-3",24,0.984280202898093,28.4299317202223
"195"," 13-3",25,0.98333910351997,28.3356915109063
"196"," 13-3",26,0.98119011786327,27.9955673955004
"197"," 13-3",27,0.990025085976808,27.4779440058665
"198"," 13-3",28,1.06160303033774,28.0115067937046
"199"," 13-3",29,1.00085195852177,28.4720893251218
"200"," 13-3",30,1.0545382993079,27.8892518548947
"201"," 13-3",31,1.06413927282979,28.2250827660555
"202"," 13-3",32,1.08215089644763,29.3069368967318
"203"," 13-3",33,1.1215678309441,28.2293350911126
"204"," 13-3",34,1.1256148619956,28.3939515896286
"205"," 13-3",35,1.14098541067444,28.0385106268342
"206"," 13-3",36,1.18820923590878,27.224198765232
"207"," 13-3",37,1.13164610599405,27.684697947246
"208"," 13-3",38,1.11010440571742,28.5806482790539
"209"," 13-3",39,1.21430150202687,28.7547464696592
"210"," 13-3",40,1.1657264797571,28.2586953849406
"211"," 13-3",41,1.22931427506024,27.7190229314622
"212"," 13-3",42,1.23048456835454,28.1597973797051
"213"," 13-3",43,1.23618933339035,27.001226462947
"214"," 13-3",44,1.28546635445337,29.1844289849253
"215"," 13-3",45,1.30437775596777,29.4419386428179
"216"," 13-3a",1,0.824352649199142,29.1465819997378
"217"," 13-3a",2,0.786790004941189,27.3825606915713
"218"," 13-3a",3,0.793676004200947,26.5314419607045
"219"," 13-3a",4,0.770530316915324,28.6689247628392
"220"," 13-3c",16,0.869548099368419,28.6956382118712
"221"," 13-3c",17,0.918511680035622,28.8670385080673
"222"," 13-3c",18,0.912922903306303,28.787787293394
"223"," 13-3c",19,0.916297070046413,28.4041078756354
"224"," 13-3c",20,0.967301691423647,27.6124374792959
"225"," 13-3e",21,0.912344787962202,27.9956168317152
"226"," 13-3e",22,0.959890455451071,28.5770440879726
"227"," 13-3e",23,0.980977047533561,27.0536000495138
"228"," 13-3e",24,0.958639714469919,28.4293254882833
"229"," 13-3e",25,0.947553280104712,27.8405675623103
"230"," 13-3e",26,1.00797091263202,29.674900823661
"231"," 13-3i",34,1.17856164034241,27.4143910890285
"232"," 13-3i",35,1.17077233533554,27.4994199584256
"233"," 13-3j",38,1.20736824468576,29.0208110090633
"234"," 13-3j",39,1.20005188643445,28.7085302244104
"235"," 13-3j",40,1.21404006026493,29.1719913929277
"236"," 14-1",1,0.74369201415907,27.8177270075093
"237"," 14-1",2,0.752905479963065,27.5337979286474
"238"," 14-1",3,0.772269765018197,28.7805028246168
"239"," 14-1",4,0.794669848168678,28.6000265683747
"240"," 14-1",5,0.735687249307587,29.0558532754903
"241"," 14-1",6,0.784173488631466,28.6169814930894
"242"," 15-1",1,0.791237642792897,28.3194730905929
"243"," 15-1",2,0.784968394155462,30.1137886546926
"244"," 15-1",3,0.749732491993289,28.1504481579391
"245"," 15-1",4,0.778793178690421,28.4089262788802
"246"," 15-1",5,0.745294143344049,28.2728264511628
"247"," 15-1",6,0.77249714790406,28.3961933700771
"248"," 15-1",7,0.755570683210897,28.7472006599728
"249"," 15-1",8,0.764221839358751,28.4502839020408
"250"," 15-1",9,0.806028199811716,27.5969073140247
"251"," 15-1",10,0.780546086965175,28.0615981027008
"252"," 15-1",11,0.805829830316229,27.695632363368
"253"," 15-1",12,0.824784175411281,28.1418949289119
"254"," 15-1",13,0.831650760700253,28.5688397394182
"255"," 15-1",14,0.873178696019438,28.921103393884
"256"," 15-1",15,0.912916596087527,27.2521464177859
"257"," 15-1",16,0.80351302377555,29.1228091375819
"258"," 15-1",17,0.87879783037035,28.7157674488226
"259"," 15-1",18,0.913867642789992,28.178023144349
"260"," 15-1",19,0.933298048635292,28.6893368589345
"261"," 15-1",20,0.92949149100728,28.6294380290008
"262"," 15-1",21,0.932459715407201,28.2274610009221
"263"," 15-1",22,0.945855730277258,28.9778006458659
"264"," 15-1",23,0.951362080446138,28.3701897683548
"265"," 15-1",24,0.981067952457707,28.0386021552991
"266"," 15-1",25,0.942529342947566,28.9691727885359
"267"," 15-1",26,1.00858536897541,27.6520571347091
"268"," 15-1",27,1.05491037991507,29.0684502991012
"269"," 15-1",28,1.05432366337474,29.3516086676557
"270"," 15-1",29,1.0234522413737,28.059804729646
"271"," 15-1",30,1.09633864425988,26.510108293717
"272"," 15-1",31,1.02677873608505,27.9462278061691
"273"," 15-1",32,1.11025462414844,26.4977186115744
"274"," 15-1a",4,0.775585034904513,27.7675655909736
"275"," 15-1a",5,0.796164747051159,29.0934516542827
"276"," 15-1b",6,0.784583767759488,28.594859349648
"277"," 15-1b",7,0.802472292942789,29.2666688282966
"278"," 15-1b",8,0.793552586704628,28.9705042913008
"279"," 15-1b",9,0.830295566826081,28.934573194126
"280"," 15-1b",10,0.77882996614086,28.8587529089325
"281"," 15-1b",11,0.823536649294531,28.4556161255869
"282"," 15-1f",21,0.912694551209611,27.5087914605767
"283"," 15-1f",22,0.920420699649105,28.0487107883505
"284"," 15-2",1,0.741529089575265,29.0363747480422
"285"," 15-2",2,0.804954455072693,27.6887418431691
"286"," 15-2",3,0.775455396743342,29.0574466663781
"287"," 16-1",1,0.756570775395903,28.4873615033322
"288"," 16-1",2,0.786381860400204,26.8914996941613
"289"," 16-1",3,0.782113268510683,28.1778269221205
"290"," 16-1",4,0.804194461513979,29.3688765639404
"291"," 16-1",5,0.769641626078704,27.9276040186495
"292"," 16-1",6,0.791090694436497,29.1053915178475
"293"," 16-1",7,0.792504583972552,28.3190882022457
"294"," 16-1",8,0.768647546652208,28.8023671405584
"295"," 16-1",9,0.780339167085302,27.2952973716304
"296"," 16-1",10,0.821063742855266,28.655015385553
"297"," 16-1",11,0.775657955605784,30.3847741752515
"298"," 16-1",12,0.847424451051006,28.7367842367211
"299"," 16-1",13,0.826060430260724,28.9317348915191
"300"," 16-1",14,0.848998061389499,27.8779876389149
"301"," 16-1a",1,0.738468544720425,28.5905676237781
"302"," 16-1a",2,0.755476455274428,29.452310467064
"303"," 16-1a",3,0.784163901763714,28.11160664794
"304"," 16-1a",4,0.787177624872761,29.7970131179751
"305"," 16-1a",5,0.814309865658095,30.0533400480419
"306"," 16-1b",3,0.760587691810201,28.0450878914088
"307"," 16-1b",4,0.752510622181364,28.4951975594967
"308"," 16-1b",5,0.795332866483978,27.6812637786095
"309"," 16-4",1,0.77411786729059,29.2384158744263
"310"," 16-4",2,0.771446602154157,28.0153554430648
"311"," 16-4",3,0.777672613347358,29.5153524372524
"312"," 16-4",4,0.798927757958286,29.0277433463549
"313"," 16-4",5,0.805659745187984,28.6706169888741
"314"," 16-4",6,0.777764293507284,28.5811183323079
"315"," 16-4",7,0.816521913138563,28.0636328106693
"316"," 16-4",8,0.796662953690855,28.0688932947118
"317"," 16-4",9,0.776050984739001,29.5647684594808
"318"," 16-4",10,0.783198823930302,29.419010806698
"319"," 16-4",11,0.834808561258404,28.6906083283146
"320"," 16-4",12,0.848387669543728,28.5216416042357
"321"," 16-4",13,0.799849026280915,28.4245134897114
"322"," 16-4",14,0.881262630922302,28.2601835165725
"323"," 16-4",15,0.793298532040906,28.3113747789388
"324"," 16-4",16,0.856987289383707,27.6402542577397
"325"," 16-4",17,0.86402757130261,29.3670228584264
"326"," 16-4",18,0.890342877548986,28.4863540423978
"327"," 16-4",19,0.889883787314963,28.7253407289927
"328"," 16-4",20,0.942737716155124,27.7330264748545
"329"," 16-4",21,0.927714779497678,29.4682065182455
"330"," 16-4",22,0.968103688859124,28.7274565267076
"331"," 16-4",23,0.959020575350133,28.4347129481757
"332"," 16-4",24,1.01436645132902,29.1025283330168
"333"," 16-4",25,0.95166612967942,29.3272247656196
"334"," 16-4",26,1.01263859083083,27.8724971386451
"335"," 16-4",27,1.0253351182259,28.0443964862223
"336"," 16-4",28,1.09729291301854,29.018551697093
"337"," 16-4",29,1.06313761550939,28.8852380166882
"338"," 16-4",30,1.0670747761573,29.5970333838951
"339"," 16-4",31,1.10804776819094,29.4595074966639
"340"," 16-4",32,1.14185509696954,29.1835929594372
"341"," 16-4",33,1.09564669290393,28.4231461957776
"342"," 16-4",34,1.13303837464063,28.3195110827952
"343"," 16-4",35,1.1561097417023,29.7079365175969
"344"," 16-4",36,1.17724315296047,28.6584499967777
"345"," 16-4",37,1.10312555442689,26.985027266555
"346"," 16-4",38,1.15015385746106,27.535939265251
"347"," 16-4",39,1.24061538061722,29.9903228795635
"348"," 16-4",40,1.24078642744902,27.480778829797
"349"," 16-4",41,1.22706770792112,29.219998488536
"350"," 16-4",42,1.18380071783602,28.7125332272045
"351"," 16-4",43,1.25457234755191,27.8829855819466
"352"," 16-4a",2,0.782319567322301,27.7830031937832
"353"," 16-4a",3,0.778853638388468,28.4453736731401
"354"," 16-4a",4,0.767643038759211,28.8534933859063
"355"," 16-4a",5,0.754878064661741,28.9015591452423
"356"," 16-4a",6,0.803841199397071,27.2758391945596
"357"," 16-4a",7,0.80123710720295,28.2635164735748
"358"," 16-4a",8,0.780199170333377,29.4713144608669
"359"," 16-4a",9,0.821065202057818,28.240324418025
"360"," 16-4a",10,0.833462207848146,26.611816419328
"361"," 16-4a",11,0.805786658695681,28.3105620589579
"362"," 16-4a",12,0.855523510532526,29.3356598281316
"363"," 16-4a",13,0.850851795782436,29.2229111927021
"364"," 16-4a",14,0.855122531025961,28.8564795967795
"365"," 16-4a",15,0.834183225083459,28.7971348621704
"366"," 16-4a",16,0.875371758040879,27.5734320412087
"367"," 16-4a",17,0.891409678800482,29.1733220229885
"368"," 16-4b",10,0.820838889826154,28.6767816268959
"369"," 16-4b",11,0.826166604942724,27.5177319792026
"370"," 16-4b",12,0.835782128073808,28.9373982890395
"371"," 16-4b",13,0.83891301053527,28.7296611127087
"372"," 16-4b",14,0.878576215918207,29.156302044782
"373"," 16-4b",15,0.864674715062288,27.9290327215146
"374"," 16-4b",16,0.857367379413984,28.1426799970559
"375"," 16-4b",17,0.890512152614389,28.6821168986454
"376"," 16-4c",14,0.834825699984069,28.457881405308
"377"," 16-4c",15,0.838925389006275,29.2862451569027
"378"," 16-4c",16,0.87751483416092,27.3862185088722
"379"," 16-4c",17,0.856048734671503,28.5620884847728
"380"," 16-4c",18,0.877677528505152,28.7572059485436
"381"," 16-4c",19,0.915516937461354,28.0897104901098
"382"," 16-4c",20,0.91092944398964,28.0729981241406
"383"," 16-4c",21,0.930274416472258,28.7354420885637
"384"," 16-4c",22,0.922563586801314,27.3168314360347
"385"," 16-4c",23,0.954591002345237,29.518325018951
"386"," 16-4c",24,0.929168208619159,27.3889428834043
"387"," 16-4c",25,0.983206410661618,28.0837656812733
"388"," 16-4d",15,0.847781772774963,29.6302907137252
"389"," 16-4d",16,0.889122222111824,28.1123916570922
"390"," 16-4d",17,0.896733167483474,29.0345555815897
"391"," 16-4d",18,0.914505222315801,28.1380296689572
"392"," 16-4d",19,0.912084291309363,28.7274592644082
"393"," 16-4d",20,0.866866779177429,27.8827091998263
"394"," 16-4d",21,0.954726349843323,28.9222077658035
"395"," 16-4d",22,0.93148796498807,27.8385610981143
"396"," 16-4d",23,0.992224731265363,28.1195545026595
"397"," 16-4d",24,0.982046525570743,28.5067163865826
"398"," 16-4d",25,1.04757924704373,28.7869018112963
"399"," 16-4d",26,1.02119894997095,28.0564546686594
"400"," 16-4d",27,1.00064227608148,29.6738421183347
"401"," 16-4d",28,1.02104041646767,29.4092281524948
"402"," 16-4d",29,1.07253990131481,28.5357399700584
"403"," 16-4d",30,1.04383836059693,28.0473125459944
"404"," 16-4d",31,1.06994947642495,27.402503042113
"405"," 16-4f",22,0.946997023266058,27.3578532999374
"406"," 16-4f",23,0.944681924305946,26.8468085684548
"407"," 16-4f",24,0.993425544245981,29.4749274780259
"408"," 16-4f",25,0.978046311447812,28.5920332722612
"409"," 16-4f",26,0.982297319810316,28.2149945090364
"410"," 16-4f",27,1.02186466267094,28.4458484449921
"411"," 16-4f",28,1.04761048121646,29.0860949630298
"412"," 16-4f",29,1.01040046824057,28.2207711172073
